order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD101071,CUST7809,delivered,2017-08-20 00:00:00,2017-08-20 05:00:00,2017-08-21 05:00:00,2017-08-26 05:00:00,2017-08-25 00:00:00
ORD101072,CUST9633,canceled,2017-02-08 00:00:00,2017-02-09 11:00:00,2017-02-11 11:00:00,2017-02-16 11:00:00,2017-02-16 00:00:00
ORD101073,CUST9996,delivered,2019-03-14 00:00:00,2019-03-14 19:00:00,2019-03-15 19:00:00,2019-03-18 19:00:00,2019-03-19 00:00:00
ORD101074,CUST1074,delivered,2019-03-30 00:00:00,2019-03-30 13:00:00,2019-04-01 13:00:00,2019-04-07 13:00:00,2019-04-08 00:00:00
ORD101075,CUST7981,delivered,2017-02-16 00:00:00,2017-02-16 05:00:00,2017-02-19 05:00:00,2017-02-21 05:00:00,2017-02-24 00:00:00
ORD101076,CUST6475,delivered,2017-02-05 00:00:00,2017-02-06 20:00:00,2017-02-07 20:00:00,2017-02-13 20:00:00,2017-02-12 00:00:00
ORD101077,CUST9232,delivered,2019-04-12 00:00:00,2019-04-12 14:00:00,2019-04-15 14:00:00,2019-04-17 14:00:00,2019-04-18 00:00:00
ORD101078,CUST8184,shipped,2017-04-05 00:00:00,2017-04-06 14:00:00,2017-04-07 14:00:00,2017-04-12 14:00:00,2017-04-12 00:00:00
ORD101079,CUST6796,delivered,2017-12-27 00:00:00,2017-12-27 22:00:00,2017-12-28 22:00:00,2018-01-01 22:00:00,2018-01-02 00:00:00
ORD101080,CUST8141,delivered,2018-06-09 00:00:00,2018-06-09 09:00:00,2018-06-10 09:00:00,2018-06-11 09:00:00,2018-06-15 00:00:00
ORD101081,CUST2622,shipped,2017-05-26 00:00:00,2017-05-27 16:00:00,2017-05-29 16:00:00,2017-06-03 16:00:00,2017-06-04 00:00:00
ORD101082,CUST9041,delivered,2018-01-03 00:00:00,2018-01-04 02:00:00,2018-01-05 02:00:00,2018-01-06 02:00:00,2018-01-11 00:00:00
ORD101083,CUST1341,delivered,2017-03-06 00:00:00,2017-03-07 21:00:00,2017-03-10 21:00:00,2017-03-13 21:00:00,2017-03-14 00:00:00
ORD101084,CUST3074,delivered,2017-08-16 00:00:00,2017-08-16 05:00:00,2017-08-18 05:00:00,2017-08-20 05:00:00,2017-08-21 00:00:00
ORD101085,CUST8992,delivered,2019-01-24 00:00:00,2019-01-25 05:00:00,2019-01-27 05:00:00,2019-01-30 05:00:00,2019-01-31 00:00:00
ORD101086,CUST1645,delivered,2018-06-04 00:00:00,2018-06-04 22:00:00,2018-06-05 22:00:00,2018-06-09 22:00:00,2018-06-13 00:00:00
ORD101087,CUST5263,delivered,2019-03-27 00:00:00,2019-03-27 03:00:00,2019-03-31 03:00:00,2019-04-04 03:00:00,2019-04-03 00:00:00
ORD101088,CUST9801,canceled,2019-05-03 00:00:00,2019-05-04 04:00:00,2019-05-06 04:00:00,2019-05-12 04:00:00,2019-05-08 00:00:00
ORD101089,CUST7136,processing,2018-07-09 00:00:00,2018-07-10 14:00:00,2018-07-11 14:00:00,2018-07-16 14:00:00,2018-07-14 00:00:00
ORD101090,CUST9646,delivered,2019-01-26 00:00:00,2019-01-26 14:00:00,2019-01-29 14:00:00,2019-02-04 14:00:00,2019-02-04 00:00:00
ORD101091,CUST3969,delivered,2017-06-30 00:00:00,2017-07-01 23:00:00,2017-07-05 23:00:00,2017-07-09 23:00:00,2017-07-05 00:00:00
ORD101092,CUST4028,delivered,2018-05-16 00:00:00,2018-05-16 14:00:00,2018-05-18 14:00:00,2018-05-22 14:00:00,2018-05-25 00:00:00
ORD101093,CUST8643,canceled,2018-08-20 00:00:00,2018-08-21 19:00:00,2018-08-25 19:00:00,2018-08-31 19:00:00,2018-08-25 00:00:00
ORD101094,CUST3681,delivered,2017-06-04 00:00:00,2017-06-04 11:00:00,2017-06-06 11:00:00,2017-06-09 11:00:00,2017-06-12 00:00:00
ORD101095,CUST4629,delivered,2019-02-26 00:00:00,2019-02-26 09:00:00,2019-03-02 09:00:00,2019-03-03 09:00:00,2019-03-07 00:00:00
ORD101096,CUST5225,shipped,2018-06-19 00:00:00,2018-06-20 14:00:00,2018-06-24 14:00:00,2018-06-26 14:00:00,2018-06-27 00:00:00
ORD101097,CUST4067,shipped,2018-09-19 00:00:00,2018-09-20 23:00:00,2018-09-23 23:00:00,2018-09-27 23:00:00,2018-09-27 00:00:00
ORD101098,CUST6941,canceled,2019-03-29 00:00:00,2019-03-30 20:00:00,2019-04-03 20:00:00,2019-04-09 20:00:00,2019-04-07 00:00:00
ORD101099,CUST2386,delivered,2018-03-11 00:00:00,2018-03-11 06:00:00,2018-03-14 06:00:00,2018-03-18 06:00:00,2018-03-18 00:00:00
ORD101100,CUST3866,shipped,2019-03-22 00:00:00,2019-03-22 01:00:00,2019-03-23 01:00:00,2019-03-26 01:00:00,2019-03-28 00:00:00
ORD101101,CUST5788,canceled,2017-04-09 00:00:00,2017-04-10 01:00:00,2017-04-12 01:00:00,2017-04-14 01:00:00,2017-04-14 00:00:00
ORD101102,CUST6490,delivered,2018-09-08 00:00:00,2018-09-08 16:00:00,2018-09-11 16:00:00,2018-09-14 16:00:00,2018-09-13 00:00:00
ORD101103,CUST5124,delivered,2018-01-07 00:00:00,2018-01-07 15:00:00,2018-01-09 15:00:00,2018-01-10 15:00:00,2018-01-14 00:00:00
ORD101104,CUST9340,delivered,2018-07-17 00:00:00,2018-07-18 10:00:00,2018-07-21 10:00:00,2018-07-24 10:00:00,2018-07-23 00:00:00
ORD101105,CUST4850,processing,2017-12-28 00:00:00,2017-12-28 17:00:00,2017-12-30 17:00:00,2018-01-01 17:00:00,2018-01-04 00:00:00
ORD101106,CUST6415,delivered,2017-04-22 00:00:00,2017-04-22 03:00:00,2017-04-25 03:00:00,2017-04-27 03:00:00,2017-04-28 00:00:00
ORD101107,CUST8679,delivered,2018-03-29 00:00:00,2018-03-29 03:00:00,2018-03-31 03:00:00,2018-04-04 03:00:00,2018-04-07 00:00:00
ORD101108,CUST7819,delivered,2019-01-26 00:00:00,2019-01-27 13:00:00,2019-01-28 13:00:00,2019-01-29 13:00:00,2019-02-04 00:00:00
ORD101109,CUST9378,shipped,2017-06-18 00:00:00,2017-06-18 17:00:00,2017-06-20 17:00:00,2017-06-25 17:00:00,2017-06-26 00:00:00
ORD101110,CUST2333,delivered,2018-08-07 00:00:00,2018-08-08 14:00:00,2018-08-09 14:00:00,2018-08-13 14:00:00,2018-08-15 00:00:00
ORD101111,CUST5150,delivered,2017-05-19 00:00:00,2017-05-19 01:00:00,2017-05-20 01:00:00,2017-05-26 01:00:00,2017-05-28 00:00:00
ORD101112,CUST7766,delivered,2019-04-28 00:00:00,2019-04-28 07:00:00,2019-04-29 07:00:00,2019-05-02 07:00:00,2019-05-06 00:00:00
ORD101113,CUST3711,unavailable,2017-08-19 00:00:00,2017-08-20 02:00:00,2017-08-24 02:00:00,2017-08-27 02:00:00,2017-08-28 00:00:00
ORD101114,CUST5853,delivered,2017-08-27 00:00:00,2017-08-28 23:00:00,2017-08-30 23:00:00,2017-09-01 23:00:00,2017-09-03 00:00:00
ORD101115,CUST7212,delivered,2017-09-10 00:00:00,2017-09-11 15:00:00,2017-09-15 15:00:00,2017-09-21 15:00:00,2017-09-15 00:00:00
ORD101116,CUST8479,shipped,2018-03-12 00:00:00,2018-03-12 19:00:00,2018-03-16 19:00:00,2018-03-18 19:00:00,2018-03-21 00:00:00
ORD101117,CUST6408,delivered,2018-07-15 00:00:00,2018-07-16 06:00:00,2018-07-18 06:00:00,2018-07-24 06:00:00,2018-07-24 00:00:00
ORD101118,CUST8715,unavailable,2018-02-26 00:00:00,2018-02-27 19:00:00,2018-02-28 19:00:00,2018-03-02 19:00:00,2018-03-07 00:00:00
ORD101119,CUST9942,delivered,2017-10-30 00:00:00,2017-10-30 14:00:00,2017-11-03 14:00:00,2017-11-08 14:00:00,2017-11-07 00:00:00
ORD101120,CUST2762,delivered,2017-03-13 00:00:00,2017-03-13 13:00:00,2017-03-17 13:00:00,2017-03-22 13:00:00,2017-03-21 00:00:00
ORD101121,CUST8101,delivered,2017-09-20 00:00:00,2017-09-20 20:00:00,2017-09-23 20:00:00,2017-09-27 20:00:00,2017-09-28 00:00:00
ORD101122,CUST8674,delivered,2019-04-14 00:00:00,2019-04-15 02:00:00,2019-04-17 02:00:00,2019-04-22 02:00:00,2019-04-22 00:00:00
ORD101123,CUST7122,delivered,2017-08-10 00:00:00,2017-08-11 03:00:00,2017-08-15 03:00:00,2017-08-21 03:00:00,2017-08-17 00:00:00
ORD101124,CUST1481,delivered,2017-03-18 00:00:00,2017-03-19 01:00:00,2017-03-21 01:00:00,2017-03-23 01:00:00,2017-03-27 00:00:00
ORD101125,CUST1153,shipped,2017-03-03 00:00:00,2017-03-03 09:00:00,2017-03-05 09:00:00,2017-03-11 09:00:00,2017-03-10 00:00:00
ORD101126,CUST8617,delivered,2018-04-16 00:00:00,2018-04-17 17:00:00,2018-04-21 17:00:00,2018-04-25 17:00:00,2018-04-24 00:00:00
ORD101127,CUST2524,delivered,2017-06-06 00:00:00,2017-06-06 12:00:00,2017-06-08 12:00:00,2017-06-12 12:00:00,2017-06-13 00:00:00
ORD101128,CUST3120,delivered,2019-03-17 00:00:00,2019-03-17 10:00:00,2019-03-18 10:00:00,2019-03-19 10:00:00,2019-03-26 00:00:00
ORD101129,CUST3343,processing,2017-05-05 00:00:00,2017-05-05 06:00:00,2017-05-09 06:00:00,2017-05-14 06:00:00,2017-05-14 00:00:00
ORD101130,CUST6136,delivered,2019-01-11 00:00:00,2019-01-12 10:00:00,2019-01-16 10:00:00,2019-01-19 10:00:00,2019-01-19 00:00:00
ORD101131,CUST6760,delivered,2019-05-02 00:00:00,2019-05-03 17:00:00,2019-05-07 17:00:00,2019-05-10 17:00:00,2019-05-11 00:00:00
ORD101132,CUST2240,delivered,2017-06-10 00:00:00,2017-06-10 19:00:00,2017-06-13 19:00:00,2017-06-14 19:00:00,2017-06-17 00:00:00
ORD101133,CUST1060,delivered,2018-06-25 00:00:00,2018-06-25 06:00:00,2018-06-28 06:00:00,2018-06-30 06:00:00,2018-07-01 00:00:00
ORD101134,CUST2639,delivered,2018-09-18 00:00:00,2018-09-18 02:00:00,2018-09-21 02:00:00,2018-09-22 02:00:00,2018-09-27 00:00:00
ORD101135,CUST7185,unavailable,2018-08-14 00:00:00,2018-08-14 15:00:00,2018-08-17 15:00:00,2018-08-19 15:00:00,2018-08-21 00:00:00
ORD101136,CUST8970,delivered,2018-06-19 00:00:00,2018-06-19 17:00:00,2018-06-23 17:00:00,2018-06-28 17:00:00,2018-06-26 00:00:00
ORD101137,CUST2252,unavailable,2017-04-16 00:00:00,2017-04-16 16:00:00,2017-04-17 16:00:00,2017-04-22 16:00:00,2017-04-23 00:00:00
ORD101138,CUST5203,delivered,2017-05-11 00:00:00,2017-05-12 04:00:00,2017-05-14 04:00:00,2017-05-18 04:00:00,2017-05-20 00:00:00
ORD101139,CUST9363,delivered,2017-12-23 00:00:00,2017-12-23 21:00:00,2017-12-25 21:00:00,2017-12-29 21:00:00,2017-12-29 00:00:00
ORD101140,CUST4549,unavailable,2018-11-16 00:00:00,2018-11-16 08:00:00,2018-11-20 08:00:00,2018-11-24 08:00:00,2018-11-24 00:00:00
ORD101141,CUST5197,delivered,2019-02-15 00:00:00,2019-02-15 10:00:00,2019-02-16 10:00:00,2019-02-20 10:00:00,2019-02-23 00:00:00
ORD101142,CUST8009,processing,2019-05-04 00:00:00,2019-05-04 10:00:00,2019-05-06 10:00:00,2019-05-09 10:00:00,2019-05-13 00:00:00
ORD101143,CUST7667,delivered,2019-06-04 00:00:00,2019-06-04 10:00:00,2019-06-05 10:00:00,2019-06-09 10:00:00,2019-06-13 00:00:00
ORD101144,CUST3322,processing,2019-03-08 00:00:00,2019-03-08 09:00:00,2019-03-12 09:00:00,2019-03-16 09:00:00,2019-03-13 00:00:00
ORD101145,CUST5090,delivered,2017-01-02 00:00:00,2017-01-03 04:00:00,2017-01-06 04:00:00,2017-01-10 04:00:00,2017-01-08 00:00:00
ORD101146,CUST7960,delivered,2017-08-21 00:00:00,2017-08-22 00:00:00,2017-08-23 00:00:00,2017-08-25 00:00:00,2017-08-28 00:00:00
ORD101147,CUST4004,delivered,2018-01-04 00:00:00,2018-01-04 19:00:00,2018-01-06 19:00:00,2018-01-12 19:00:00,2018-01-11 00:00:00
ORD101148,CUST6136,delivered,2017-09-08 00:00:00,2017-09-09 09:00:00,2017-09-11 09:00:00,2017-09-15 09:00:00,2017-09-16 00:00:00
ORD101149,CUST1329,delivered,2019-04-13 00:00:00,2019-04-13 04:00:00,2019-04-15 04:00:00,2019-04-16 04:00:00,2019-04-22 00:00:00
ORD101150,CUST4640,delivered,2017-04-18 00:00:00,2017-04-18 03:00:00,2017-04-21 03:00:00,2017-04-25 03:00:00,2017-04-24 00:00:00
ORD101151,CUST8982,delivered,2017-10-03 00:00:00,2017-10-04 18:00:00,2017-10-05 18:00:00,2017-10-09 18:00:00,2017-10-11 00:00:00
ORD101152,CUST5107,delivered,2017-06-29 00:00:00,2017-06-29 12:00:00,2017-06-30 12:00:00,2017-07-03 12:00:00,2017-07-05 00:00:00
ORD101153,CUST2341,shipped,2018-12-26 00:00:00,2018-12-26 18:00:00,2018-12-28 18:00:00,2019-01-03 18:00:00,2019-01-04 00:00:00
ORD101154,CUST9407,delivered,2017-10-20 00:00:00,2017-10-20 23:00:00,2017-10-21 23:00:00,2017-10-25 23:00:00,2017-10-27 00:00:00
ORD101155,CUST1338,delivered,2018-08-07 00:00:00,2018-08-07 20:00:00,2018-08-09 20:00:00,2018-08-15 20:00:00,2018-08-12 00:00:00
ORD101156,CUST6895,delivered,2019-03-06 00:00:00,2019-03-06 06:00:00,2019-03-07 06:00:00,2019-03-09 06:00:00,2019-03-12 00:00:00
ORD101157,CUST3708,delivered,2017-06-24 00:00:00,2017-06-25 10:00:00,2017-06-28 10:00:00,2017-07-03 10:00:00,2017-07-01 00:00:00
ORD101158,CUST2750,delivered,2017-05-03 00:00:00,2017-05-04 18:00:00,2017-05-07 18:00:00,2017-05-13 18:00:00,2017-05-09 00:00:00
ORD101159,CUST6604,delivered,2017-08-15 00:00:00,2017-08-15 02:00:00,2017-08-19 02:00:00,2017-08-25 02:00:00,2017-08-21 00:00:00
ORD101160,CUST3421,unavailable,2018-03-20 00:00:00,2018-03-21 06:00:00,2018-03-25 06:00:00,2018-03-29 06:00:00,2018-03-26 00:00:00
ORD101161,CUST8119,canceled,2019-03-24 00:00:00,2019-03-24 09:00:00,2019-03-28 09:00:00,2019-04-01 09:00:00,2019-04-02 00:00:00
ORD101162,CUST9901,delivered,2018-03-04 00:00:00,2018-03-05 03:00:00,2018-03-06 03:00:00,2018-03-10 03:00:00,2018-03-12 00:00:00
ORD101163,CUST6319,delivered,2017-03-24 00:00:00,2017-03-25 18:00:00,2017-03-28 18:00:00,2017-03-31 18:00:00,2017-03-30 00:00:00
ORD101164,CUST7609,delivered,2019-02-04 00:00:00,2019-02-05 10:00:00,2019-02-08 10:00:00,2019-02-13 10:00:00,2019-02-13 00:00:00
ORD101165,CUST6387,delivered,2018-10-20 00:00:00,2018-10-21 16:00:00,2018-10-24 16:00:00,2018-10-27 16:00:00,2018-10-25 00:00:00
ORD101166,CUST4993,delivered,2018-09-24 00:00:00,2018-09-25 00:00:00,2018-09-27 00:00:00,2018-09-30 00:00:00,2018-10-02 00:00:00
ORD101167,CUST9680,delivered,2017-03-06 00:00:00,2017-03-06 17:00:00,2017-03-07 17:00:00,2017-03-10 17:00:00,2017-03-15 00:00:00
ORD101168,CUST9044,delivered,2017-10-08 00:00:00,2017-10-09 05:00:00,2017-10-10 05:00:00,2017-10-12 05:00:00,2017-10-13 00:00:00
ORD101169,CUST9238,delivered,2019-03-06 00:00:00,2019-03-07 12:00:00,2019-03-11 12:00:00,2019-03-16 12:00:00,2019-03-14 00:00:00
ORD101170,CUST5873,delivered,2018-01-26 00:00:00,2018-01-26 12:00:00,2018-01-28 12:00:00,2018-01-30 12:00:00,2018-02-04 00:00:00
ORD101171,CUST5806,unavailable,2018-03-04 00:00:00,2018-03-05 07:00:00,2018-03-07 07:00:00,2018-03-09 07:00:00,2018-03-09 00:00:00
ORD101172,CUST9592,delivered,2018-09-10 00:00:00,2018-09-10 09:00:00,2018-09-13 09:00:00,2018-09-18 09:00:00,2018-09-19 00:00:00
ORD101173,CUST6913,canceled,2019-03-23 00:00:00,2019-03-23 19:00:00,2019-03-27 19:00:00,2019-03-29 19:00:00,2019-03-28 00:00:00
ORD101174,CUST8124,processing,2017-04-17 00:00:00,2017-04-18 22:00:00,2017-04-19 22:00:00,2017-04-24 22:00:00,2017-04-23 00:00:00
ORD101175,CUST4157,delivered,2018-07-02 00:00:00,2018-07-03 22:00:00,2018-07-05 22:00:00,2018-07-11 22:00:00,2018-07-08 00:00:00
ORD101176,CUST1390,delivered,2018-10-21 00:00:00,2018-10-21 17:00:00,2018-10-24 17:00:00,2018-10-30 17:00:00,2018-10-29 00:00:00
ORD101177,CUST5430,delivered,2017-09-19 00:00:00,2017-09-19 02:00:00,2017-09-20 02:00:00,2017-09-24 02:00:00,2017-09-24 00:00:00
ORD101178,CUST9820,processing,2017-06-08 00:00:00,2017-06-09 16:00:00,2017-06-12 16:00:00,2017-06-15 16:00:00,2017-06-14 00:00:00
ORD101179,CUST8686,processing,2017-09-22 00:00:00,2017-09-22 05:00:00,2017-09-23 05:00:00,2017-09-29 05:00:00,2017-09-30 00:00:00
ORD101180,CUST5232,delivered,2018-04-13 00:00:00,2018-04-14 15:00:00,2018-04-17 15:00:00,2018-04-23 15:00:00,2018-04-20 00:00:00
ORD101181,CUST9007,delivered,2017-07-21 00:00:00,2017-07-21 16:00:00,2017-07-22 16:00:00,2017-07-24 16:00:00,2017-07-27 00:00:00
ORD101182,CUST2521,shipped,2017-06-04 00:00:00,2017-06-04 17:00:00,2017-06-08 17:00:00,2017-06-13 17:00:00,2017-06-10 00:00:00
ORD101183,CUST2500,delivered,2017-01-13 00:00:00,2017-01-14 03:00:00,2017-01-15 03:00:00,2017-01-16 03:00:00,2017-01-22 00:00:00
ORD101184,CUST7737,shipped,2017-10-24 00:00:00,2017-10-24 07:00:00,2017-10-25 07:00:00,2017-10-27 07:00:00,2017-10-31 00:00:00
ORD101185,CUST4294,unavailable,2019-06-15 00:00:00,2019-06-15 08:00:00,2019-06-16 08:00:00,2019-06-18 08:00:00,2019-06-20 00:00:00
ORD101186,CUST6085,delivered,2019-04-14 00:00:00,2019-04-14 08:00:00,2019-04-17 08:00:00,2019-04-22 08:00:00,2019-04-22 00:00:00
ORD101187,CUST3419,delivered,2018-05-13 00:00:00,2018-05-13 23:00:00,2018-05-15 23:00:00,2018-05-16 23:00:00,2018-05-20 00:00:00
ORD101188,CUST4042,delivered,2018-08-20 00:00:00,2018-08-21 08:00:00,2018-08-22 08:00:00,2018-08-23 08:00:00,2018-08-25 00:00:00
ORD101189,CUST5497,delivered,2019-03-03 00:00:00,2019-03-04 19:00:00,2019-03-05 19:00:00,2019-03-09 19:00:00,2019-03-09 00:00:00
ORD101190,CUST2466,delivered,2017-09-02 00:00:00,2017-09-03 23:00:00,2017-09-07 23:00:00,2017-09-09 23:00:00,2017-09-10 00:00:00
ORD101191,CUST4561,shipped,2017-10-27 00:00:00,2017-10-27 18:00:00,2017-10-28 18:00:00,2017-10-31 18:00:00,2017-11-04 00:00:00
ORD101192,CUST1614,processing,2017-12-28 00:00:00,2017-12-29 14:00:00,2018-01-02 14:00:00,2018-01-08 14:00:00,2018-01-04 00:00:00
ORD101193,CUST6392,processing,2017-12-20 00:00:00,2017-12-20 12:00:00,2017-12-21 12:00:00,2017-12-23 12:00:00,2017-12-29 00:00:00
ORD101194,CUST8693,delivered,2019-04-08 00:00:00,2019-04-08 15:00:00,2019-04-11 15:00:00,2019-04-14 15:00:00,2019-04-13 00:00:00
ORD101195,CUST4223,canceled,2018-06-05 00:00:00,2018-06-06 04:00:00,2018-06-08 04:00:00,2018-06-11 04:00:00,2018-06-12 00:00:00
ORD101196,CUST8138,shipped,2018-01-21 00:00:00,2018-01-22 14:00:00,2018-01-24 14:00:00,2018-01-29 14:00:00,2018-01-30 00:00:00
ORD101197,CUST3667,delivered,2019-01-29 00:00:00,2019-01-30 07:00:00,2019-02-01 07:00:00,2019-02-03 07:00:00,2019-02-07 00:00:00
ORD101198,CUST8980,delivered,2017-11-08 00:00:00,2017-11-08 09:00:00,2017-11-11 09:00:00,2017-11-16 09:00:00,2017-11-17 00:00:00
ORD101199,CUST1130,delivered,2018-02-18 00:00:00,2018-02-18 08:00:00,2018-02-22 08:00:00,2018-02-26 08:00:00,2018-02-26 00:00:00
ORD101200,CUST3983,unavailable,2017-10-05 00:00:00,2017-10-06 22:00:00,2017-10-08 22:00:00,2017-10-11 22:00:00,2017-10-10 00:00:00
ORD101201,CUST5278,delivered,2019-01-20 00:00:00,2019-01-20 19:00:00,2019-01-23 19:00:00,2019-01-24 19:00:00,2019-01-25 00:00:00
ORD101202,CUST8126,shipped,2018-12-16 00:00:00,2018-12-16 08:00:00,2018-12-19 08:00:00,2018-12-22 08:00:00,2018-12-23 00:00:00
ORD101203,CUST9230,delivered,2019-01-29 00:00:00,2019-01-30 10:00:00,2019-01-31 10:00:00,2019-02-04 10:00:00,2019-02-04 00:00:00
ORD101204,CUST8694,shipped,2019-01-17 00:00:00,2019-01-17 04:00:00,2019-01-21 04:00:00,2019-01-24 04:00:00,2019-01-24 00:00:00
ORD101205,CUST7640,delivered,2018-08-16 00:00:00,2018-08-17 07:00:00,2018-08-20 07:00:00,2018-08-25 07:00:00,2018-08-21 00:00:00
ORD101206,CUST6468,delivered,2017-12-22 00:00:00,2017-12-23 14:00:00,2017-12-27 14:00:00,2017-12-29 14:00:00,2017-12-30 00:00:00
ORD101207,CUST1920,delivered,2018-06-09 00:00:00,2018-06-09 03:00:00,2018-06-11 03:00:00,2018-06-12 03:00:00,2018-06-16 00:00:00
ORD101208,CUST8564,delivered,2019-04-19 00:00:00,2019-04-20 11:00:00,2019-04-22 11:00:00,2019-04-27 11:00:00,2019-04-25 00:00:00
ORD101209,CUST9684,canceled,2017-01-16 00:00:00,2017-01-16 19:00:00,2017-01-18 19:00:00,2017-01-24 19:00:00,2017-01-23 00:00:00
ORD101210,CUST9502,delivered,2017-02-14 00:00:00,2017-02-15 19:00:00,2017-02-16 19:00:00,2017-02-18 19:00:00,2017-02-23 00:00:00
ORD101211,CUST9930,delivered,2017-11-17 00:00:00,2017-11-18 05:00:00,2017-11-19 05:00:00,2017-11-20 05:00:00,2017-11-23 00:00:00
ORD101212,CUST4241,delivered,2018-10-13 00:00:00,2018-10-13 10:00:00,2018-10-17 10:00:00,2018-10-21 10:00:00,2018-10-22 00:00:00
ORD101213,CUST1545,delivered,2017-11-22 00:00:00,2017-11-22 12:00:00,2017-11-26 12:00:00,2017-11-29 12:00:00,2017-11-30 00:00:00
ORD101214,CUST5346,delivered,2017-05-28 00:00:00,2017-05-29 22:00:00,2017-05-30 22:00:00,2017-05-31 22:00:00,2017-06-02 00:00:00
ORD101215,CUST4810,delivered,2017-12-21 00:00:00,2017-12-22 06:00:00,2017-12-25 06:00:00,2017-12-31 06:00:00,2017-12-28 00:00:00
ORD101216,CUST8206,unavailable,2017-08-24 00:00:00,2017-08-25 06:00:00,2017-08-29 06:00:00,2017-09-02 06:00:00,2017-08-31 00:00:00
ORD101217,CUST3032,delivered,2018-12-04 00:00:00,2018-12-04 18:00:00,2018-12-08 18:00:00,2018-12-10 18:00:00,2018-12-13 00:00:00
ORD101218,CUST9436,canceled,2018-09-05 00:00:00,2018-09-06 00:00:00,2018-09-08 00:00:00,2018-09-09 00:00:00,2018-09-14 00:00:00
ORD101219,CUST1271,processing,2017-04-15 00:00:00,2017-04-16 08:00:00,2017-04-20 08:00:00,2017-04-24 08:00:00,2017-04-20 00:00:00
ORD101220,CUST4511,delivered,2018-04-19 00:00:00,2018-04-19 09:00:00,2018-04-23 09:00:00,2018-04-25 09:00:00,2018-04-26 00:00:00
ORD101221,CUST2771,delivered,2019-02-01 00:00:00,2019-02-02 23:00:00,2019-02-05 23:00:00,2019-02-10 23:00:00,2019-02-06 00:00:00
ORD101222,CUST5361,delivered,2018-01-31 00:00:00,2018-02-01 00:00:00,2018-02-05 00:00:00,2018-02-08 00:00:00,2018-02-09 00:00:00
ORD101223,CUST8069,processing,2018-03-22 00:00:00,2018-03-23 02:00:00,2018-03-26 02:00:00,2018-03-30 02:00:00,2018-03-31 00:00:00
ORD101224,CUST1920,unavailable,2018-08-29 00:00:00,2018-08-29 03:00:00,2018-08-31 03:00:00,2018-09-05 03:00:00,2018-09-04 00:00:00
ORD101225,CUST9190,delivered,2017-08-08 00:00:00,2017-08-08 23:00:00,2017-08-09 23:00:00,2017-08-15 23:00:00,2017-08-17 00:00:00
ORD101226,CUST4430,shipped,2019-03-21 00:00:00,2019-03-21 11:00:00,2019-03-23 11:00:00,2019-03-29 11:00:00,2019-03-30 00:00:00
ORD101227,CUST5435,delivered,2019-05-01 00:00:00,2019-05-01 10:00:00,2019-05-04 10:00:00,2019-05-06 10:00:00,2019-05-06 00:00:00
ORD101228,CUST4760,processing,2018-03-18 00:00:00,2018-03-19 12:00:00,2018-03-22 12:00:00,2018-03-23 12:00:00,2018-03-24 00:00:00
ORD101229,CUST3050,processing,2018-10-07 00:00:00,2018-10-07 13:00:00,2018-10-11 13:00:00,2018-10-14 13:00:00,2018-10-13 00:00:00
ORD101230,CUST2165,delivered,2019-05-23 00:00:00,2019-05-24 05:00:00,2019-05-28 05:00:00,2019-05-30 05:00:00,2019-05-30 00:00:00
ORD101231,CUST9567,delivered,2018-10-29 00:00:00,2018-10-30 14:00:00,2018-10-31 14:00:00,2018-11-04 14:00:00,2018-11-06 00:00:00
ORD101232,CUST3033,delivered,2017-01-28 00:00:00,2017-01-28 13:00:00,2017-01-31 13:00:00,2017-02-03 13:00:00,2017-02-04 00:00:00
ORD101233,CUST7467,delivered,2019-03-05 00:00:00,2019-03-06 02:00:00,2019-03-09 02:00:00,2019-03-14 02:00:00,2019-03-12 00:00:00
ORD101234,CUST1145,canceled,2018-04-20 00:00:00,2018-04-20 20:00:00,2018-04-22 20:00:00,2018-04-25 20:00:00,2018-04-27 00:00:00
ORD101235,CUST5388,delivered,2018-09-20 00:00:00,2018-09-20 05:00:00,2018-09-21 05:00:00,2018-09-26 05:00:00,2018-09-26 00:00:00
ORD101236,CUST8832,delivered,2017-11-01 00:00:00,2017-11-01 20:00:00,2017-11-03 20:00:00,2017-11-05 20:00:00,2017-11-06 00:00:00
ORD101237,CUST9623,delivered,2019-01-16 00:00:00,2019-01-16 14:00:00,2019-01-20 14:00:00,2019-01-21 14:00:00,2019-01-25 00:00:00
ORD101238,CUST9896,processing,2018-02-09 00:00:00,2018-02-10 21:00:00,2018-02-14 21:00:00,2018-02-20 21:00:00,2018-02-15 00:00:00
ORD101239,CUST9173,delivered,2018-05-28 00:00:00,2018-05-28 14:00:00,2018-05-30 14:00:00,2018-06-02 14:00:00,2018-06-06 00:00:00
ORD101240,CUST3632,delivered,2018-05-17 00:00:00,2018-05-17 08:00:00,2018-05-21 08:00:00,2018-05-22 08:00:00,2018-05-26 00:00:00
ORD101241,CUST5494,delivered,2017-12-14 00:00:00,2017-12-14 13:00:00,2017-12-16 13:00:00,2017-12-17 13:00:00,2017-12-22 00:00:00
ORD101242,CUST9056,processing,2017-08-28 00:00:00,2017-08-29 00:00:00,2017-09-01 00:00:00,2017-09-07 00:00:00,2017-09-04 00:00:00
